14.0951,19.9102,-0.0131456
14.0981,19.6122,-0.0128474
14.1095,19.3143,-0.0125495
14.1126,20.2079,-0.0134432
14.1407,19.0178,-0.012253
14.1443,20.5041,-0.0137392
14.1819,18.7226,-0.0119579
14.1881,20.7991,-0.0140342
14.2176,19.7622,-0.229848
14.2245,20.0556,-0.225172
14.2252,19.4756,-0.229975
14.2337,18.429,-0.0116642
14.25,20.3434,-0.234469
14.2547,21.0896,-0.0143248
14.2571,19.1838,-0.246154
14.2869,20.6297,-0.22678
14.3008,18.1385,-0.0113738
14.3086,19.9051,-0.387974
14.314,18.879,-0.287121
14.3196,18.5977,-0.211128
14.3296,21.3781,-0.0146133
14.3314,19.3324,-0.401826
14.3508,19.6363,-0.458528
14.3636,20.3548,-0.01359
14.3665,20.6199,-0.013855
14.3674,20.4607,-0.408055
14.3717,19.4752,-0.0127104
14.3719,20.9317,-0.269825
14.3724,20.1944,-0.465905
14.374,17.8495,-0.0110848
14.3776,20.0737,-0.013309
14.3793,19.78,-0.0130154
14.3945,19.1354,-0.47702
14.4097,18.3344,-0.27813
14.4169,18.9059,-0.0121413
14.4227,21.6614,-0.0148968
14.423,21.2271,-0.233956
14.4277,19.9087,-0.596234
14.4344,20.6933,-0.456349
14.4365,18.6305,-0.0118658
14.4375,19.1942,-0.0124294
14.445,19.388,-0.608934
14.4491,18.6208,-0.441421
14.4536,20.8558,-0.0140911
14.4569,18.0228,-0.229537
14.4623,17.5647,-0.0107999
14.4861,18.8879,-0.586309
14.4909,20.1402,-0.676556
14.4984,20.4405,-0.638249
14.499,19.6588,-0.716278
14.5114,18.3404,-0.0115757
14.5117,21.502,-0.233408
14.5213,20.9217,-0.520348
14.5272,21.9405,-0.0151758
14.528,17.7414,-0.216318
14.5305,19.1489,-0.715851
14.5314,21.1408,-0.014376
14.5445,21.1551,-0.457013
14.5594,17.2829,-0.0105182
14.561,18.3837,-0.555629
14.565,19.9341,-0.834299
14.566,18.0449,-0.0112801
14.5721,18.1324,-0.471681
14.5771,19.4097,-0.842408
14.586,20.7613,-0.683673
14.591,21.3846,-0.415597
14.5924,18.6476,-0.696349
14.6027,17.883,-0.414509
14.6047,21.7562,-0.233059
14.6067,20.2593,-0.856326
14.6148,18.7885,-0.0120239
14.6165,17.4754,-0.226334
14.6184,21.4241,-0.0146594
14.6302,18.9032,-0.839291
14.6362,19.6544,-0.951612
14.6363,20.5827,-0.0138179
14.6402,22.2164,-0.0154518
14.6557,19.9458,-0.0131811
14.656,17.6292,-0.375045
14.6593,20.2434,-0.0134788
14.6601,18.536,-0.0117711
14.6603,19.6453,-0.0128806
14.6611,20.5627,-0.871702
14.6647,17.7835,-0.0110188
14.6661,17.0044,-0.0102396
14.6785,19.1578,-0.971777
14.6789,18.2049,-0.683245
14.6841,19.866,-1.03491
14.6841,21.0634,-0.717745
14.6894,19.3337,-0.0125689
14.701,20.0808,-1.03852
14.7035,21.6232,-0.455192
14.7086,22.0281,-0.221482
14.7096,18.4032,-0.816269
14.7124,21.7137,-0.0149489
14.7151,21.3803,-0.609694
14.7157,17.9663,-0.646717
14.716,17.7505,-0.539512
14.7243,18.2302,-0.0114655
14.7256,19.4049,-1.09102
14.7285,19.0281,-0.0122634
14.7446,20.9028,-0.014138
14.7465,20.3578,-1.06843
14.7468,18.6568,-0.963206
14.7481,20.8367,-0.924027
14.7489,21.8594,-0.376438
14.7507,17.2003,-0.285539
14.7566,17.4631,-0.457247
14.7667,22.4864,-0.0157218
14.7683,19.6539,-1.17396
14.7752,17.5367,-0.0107719
14.7831,18.9143,-1.09991
14.7884,16.7326,-0.0099678
14.7992,17.9631,-0.0111983
14.8031,19.8942,-1.22849
14.8115,21.197,-0.0144323
14.8212,18.7268,-0.0119621
14.8251,20.6325,-1.1118
14.8266,19.1623,-1.22357
14.8282,21.9928,-0.0152281
14.8311,18.1218,-0.907577
14.8322,16.9027,-0.224486
14.8417,20.1529,-1.26053
14.8466,22.2851,-0.238652
14.8558,17.8117,-0.805823
14.8624,19.4147,-1.31956
14.8678,18.4094,-1.08441
14.8701,21.3502,-0.860038
14.8722,17.5296,-0.690719
14.8766,18.425,-0.0116603
14.8779,21.6062,-0.712491
14.8786,21.0858,-1.00445
14.885,22.0779,-0.427955
14.8883,17.2598,-0.558536
14.8892,17.2768,-0.0105121
14.8915,21.8518,-0.582872
14.8971,22.7544,-0.0159898
14.8983,18.6676,-1.22236
14.8992,20.8787,-1.13474
14.9053,19.6795,-1.40508
14.9059,20.4307,-1.30465
14.9076,22.2557,-0.015491
14.9121,20.0987,-0.013334
14.9121,21.4893,-0.0147247
14.9162,19.8001,-0.0130355
14.9173,16.4638,-0.009699
14.9256,16.9974,-0.451498
14.9261,20.3968,-0.0136321
14.9335,18.9256,-1.35438
14.9359,19.5021,-0.0127374
14.943,18.1217,-0.0113569
14.9433,19.9466,-1.45562
14.9546,16.8195,-0.374376
14.9607,20.6931,-0.0139283
14.9631,22.5497,-0.227455
14.969,19.2052,-0.0124404
14.97,16.6475,-0.26052
14.9702,19.1834,-1.4702
14.9747,16.9786,-0.0102138
14.9951,17.8065,-0.0110418
14.9975,17.8793,-1.07549
14.9977,18.1693,-1.20594
15.0014,20.2269,-1.50273
15.0021,17.59,-0.940794
15.0105,19.4531,-1.57059
15.011,20.7511,-1.35677
15.0137,18.9097,-0.0121451
15.0181,20.9859,-0.014221
15.0192,18.4249,-1.34275
15.0226,17.3116,-0.816025
15.0315,21.3177,-1.10654
15.0327,23.02,-0.0162554
15.0355,21.0637,-1.25263
15.0381,21.79,-0.0150253
15.0396,21.5753,-0.959695
15.0449,19.7401,-1.63096
15.0467,17.0421,-0.69024
15.0468,18.6834,-1.47795
15.048,21.8283,-0.809683
15.058,22.3497,-0.468731
15.0616,22.0724,-0.654005
15.063,16.2037,-0.0094389
15.0664,16.3799,-0.197072
15.0685,18.616,-0.011851
15.0708,19.9364,-0.233515
15.0722,20.2261,-0.227821
15.0751,22.4941,-0.0157295
15.0789,16.7545,-0.540564
15.0793,18.9492,-1.60437
15.0804,17.5057,-0.010741
15.0806,20.5115,-1.55827
15.0914,19.6615,-0.246728
15.0926,22.7858,-0.215559
15.0941,20.0224,-1.69648
15.0987,21.273,-0.0145084
15.104,20.4821,-0.245521
15.1113,19.0926,-0.195105
15.1145,19.3602,-0.246224
15.1207,16.7327,-0.009968
15.1208,19.2171,-1.72485
15.1306,22.7478,-0.0159833
15.1323,18.324,-0.0115594
15.1385,20.9004,-0.184437
15.1395,22.5937,-0.387235
15.1408,17.9241,-1.33453
15.1452,17.647,-1.20667
15.1457,16.4679,-0.41846
15.1513,18.1842,-1.46932
15.1579,17.3693,-1.07423
15.1658,20.3028,-1.74595
15.1683,22.1166,-0.0153519
15.1697,18.4491,-1.60271
15.1769,19.4917,-1.84798
15.179,21.0272,-1.48578
15.1804,23.0048,-0.189132
15.1823,17.0905,-0.951826
15.1896,17.2275,-0.0104626
15.1939,21.1223,-0.18907
15.1964,20.7334,-0.314019
15.1973,21.2861,-1.35805
15.1977,19.8152,-1.87247
15.2015,21.5532,-0.0147884
15.2019,18.7187,-1.74668
15.202,20.3023,-0.403709
15.2026,20.7917,-1.62919
15.2031,21.5411,-1.21013
15.2051,18.0342,-0.0112694
15.2114,16.8157,-0.810638
15.2131,20.0408,-0.43846
15.2154,16.4599,-0.009695
15.218,15.9491,-0.0091843
15.2198,21.7942,-1.05323
15.2237,18.497,-0.204679
15.2281,18.9772,-1.85672
15.2302,16.1484,-0.259509
15.2321,22.0388,-0.892809
15.2325,18.8208,-0.313191
15.2427,22.2838,-0.733839
15.2436,19.7809,-0.481197
15.2457,23.1884,-0.0164237
15.2466,19.1715,-0.414283
15.2526,16.5539,-0.680144
15.2582,20.0937,-1.93395
15.2662,19.2269,-1.95991
15.2682,20.5849,-1.81238
15.2712,19.4707,-0.496954
15.2752,22.533,-0.578269
15.2809,22.8058,-0.413635
15.2851,22.9197,-0.0161551
15.2879,17.747,-0.0109823
15.2903,19.6353,-2.02653
